date,open,high,low,close,volume
2024-01-02 09:30:00,151.54,152.02,151.35,151.993,1079751
2024-01-02 09:31:00,152.0,152.38,151.87,152.2,328566
2024-01-02 09:32:00,152.215,152.27,151.25,151.47,258025
2024-01-02 09:33:00,151.47,151.69,151.065,151.51,241376
2024-01-02 09:34:00,151.51,151.5252,151.1401,151.33,161255
2024-01-02 09:35:00,151.32,151.41,151.085,151.22,242557
2024-01-02 09:36:00,151.23,151.44,151.14,151.39,136510
2024-01-02 09:37:00,151.39,151.42,150.74,150.76,240894
2024-01-02 09:38:00,150.79,150.79,150.33,150.6545,260391
2024-01-02 09:39:00,150.65,150.925,150.625,150.63,182570
2024-01-02 09:40:00,150.685,150.81,150.53,150.6001,179393
2024-01-02 09:41:00,150.6131,150.7358,150.4,150.43,178457
2024-01-02 09:42:00,150.4077,150.58,150.06,150.1,275931
2024-01-02 09:43:00,150.11,150.25,149.77,149.955,577821
2024-01-02 09:44:00,149.95,150.21,149.88,150.1,221725
2024-01-02 09:45:00,150.14,150.39,150.14,150.3199,167433
2024-01-02 09:46:00,150.3,150.69,150.26,150.57,135464
2024-01-02 09:47:00,150.56,150.67,150.22,150.28,152568
2024-01-02 09:48:00,150.2861,150.35,150.0101,150.04,136935
2024-01-02 09:49:00,150.0101,150.05,149.66,149.6913,220155
2024-01-02 09:50:00,149.69,149.86,149.485,149.55,156978
2024-01-02 09:51:00,149.56,149.69,149.49,149.665,104923
2024-01-02 09:52:00,149.67,149.78,149.534,149.62,109222
2024-01-02 09:53:00,149.625,149.68,149.45,149.5,136591
2024-01-02 09:54:00,149.4972,149.6173,149.45,149.4791,97865
2024-01-02 09:55:00,149.47,149.57,149.26,149.27,184434
2024-01-02 09:56:00,149.26,149.31,149.08,149.1762,156308
2024-01-02 09:57:00,149.16,149.18,148.86,148.9533,285255
2024-01-02 09:58:00,148.97,149.15,148.97,149.1094,183607
2024-01-02 09:59:00,149.115,149.415,149.07,149.3,189976
2024-01-02 10:00:00,149.29,149.51,149.22,149.38,159730
2024-01-02 10:01:00,149.39,149.48,149.02,149.14,141399
2024-01-02 10:02:00,149.13,149.45,149.12,149.45,137831
2024-01-02 10:03:00,149.4339,149.66,149.35,149.595,180570
2024-01-02 10:04:00,149.571,149.66,149.48,149.65,90577
2024-01-02 10:05:00,149.65,149.72,149.57,149.57,150570
2024-01-02 10:06:00,149.58,149.715,149.55,149.69,86509
2024-01-02 10:07:00,149.69,149.73,149.56,149.64,87242
